id x y class
i2692 0.091075 0.047714 -
i2693 0.089697 0.052459 -
i2694 0.096894 0.047666 -
i2695 0.037579 0.047291 -
i2696 0.071533 0.047856 -
i2697 0.082548 0.047856 -
i2698 0.063129 0.047431 -
i2699 0.067487 0.048 -
i2700 0.074612 0.049332 -
i2701 0.077744 0.047856 -
i2702 0.059319 0.047431 -
i2703 0.049292 0.051724 -
i2704 0.040057 0.048485 -
i2705 0.054713 0.049793 -
i2706 0.09093 0.047714 -
i2707 0.054085 0.053393 -
i2708 0.071057 0.051892 -
i2709 0.038422 0.047291 -
i2710 0.083907 0.049281 -
i2711 0.092748 0.047431 -
i2712 0.047403 0.046921 -
i2713 0.076729 0.048632 -
i2714 0.07573 0.048048 -
i2715 0.046017 0.047013 -
i2716 0.073002 0.047059 -
i2717 0.061807 0.048632 -
i2718 0.057602 0.047809 -
i2719 0.040065 0.047904 -
i2720 0.058439 0.052863 -
i2721 0.065035 0.05058 -
i2722 0.069048 0.048241 -
i2723 0.090454 0.047059 -
i2724 0.065753 0.049434 -
i2725 0.094795 0.050526 -
i2726 0.029705 0.04829 -
i2727 0.072748 0.049844 -
i2728 0.058831 0.047105 -
i2729 0.044702 0.04883 -
i2730 0.0351 0.047904 -
i2731 0.072421 0.047013 -
i2732 0.045667 0.048048 -
i2733 0.036588 0.052632 -
i2734 0.063241 0.048632 -
i2735 0.073756 0.048682 -
i2736 0.087174 0.048583 -
i2738 0.058104 0.048241 -
i2739 0.092293 0.047952 -
i2740 0.039868 0.047291 -
i2741 0.058792 0.047105 -
i2742 0.062626 0.048338 -
i2743 0.09741 0.047904 -
i2744 0.031526 0.047572 -
i2745 0.035 0.048241 -
i2746 0.035223 0.048485 -
i2747 0.039158 0.048485 -
i2748 0.037959 0.048436 -
i2749 0.041966 0.047952 -
i2750 0.038261 0.04918 -
i2751 0.028788 0.04883 -
i2752 0.028361 0.04898 -
i2753 0.048611 0.049793 -
i2754 0.03511 0.047013 -
i2755 0.045324 0.04878 -
i2756 0.045386 0.048193 -
i2757 0.053816 0.047666 -
i2758 0.038829 0.047013 -
i2759 0.031704 0.047431 -
i2760 0.044231 0.048387 -
i2761 0.033726 0.04918 -
i2762 0.044228 0.049948 -
i2763 0.05201 0.047572 -
i2764 0.036672 0.047059 -
i2765 0.031579 0.048 -
i2766 0.02654 0.047059 -
i2767 0.03857 0.049383 -
i2768 0.041716 0.052174 -
i2769 0.048263 0.049332 -
i2770 0.034911 0.048534 -
i2771 0.055336 0.052061 -
i2772 0.0389 0.051282 -
i2773 0.022228 0.048338 -
i2774 0.046248 0.046967 -
i2775 0.034278 0.047904 -
i2776 0.046564 0.050526 -
i2777 0.029406 0.047059 -
i2778 0.053598 0.047384 -
i2779 0.042507 0.047151 -
i2780 0.034777 0.04878 -
i2781 0.05738 0.047431 -
i2782 0.030099 0.047431 -
i2783 0.029113 0.047856 -
i2784 0.04188 0.047013 -
i2785 0.04305 0.049434 -
i2786 0.06131 0.047431 -
i2787 0.025322 0.047059 -
i2788 0.046473 0.047291 -
i2789 0.038645 0.047761 -
i2790 0.04766 0.047666 -
i2791 0.047043 0.050473 -
i2792 0.0453 0.048731 -
i2793 0.038367 0.050633 -
i2794 0.041546 0.048 -
i2795 0.053444 0.053393 -
i2796 0.053096 0.047151 -
i2797 0.060436 0.047572 -
i2798 0.058218 0.049741 -
i2799 0.081191 0.05298 -
i2800 0.044184 0.04918 -
i2801 0.031595 0.050794 -
i2802 0.04414 0.049434 -
i2803 0.035674 0.048387 -
i2804 0.020449 0.047525 -
i2805 0.02899 0.047013 -
i2806 0.029227 0.04913 -
i2807 0.028119 0.047619 -
i2808 0.030764 0.047198 -
i2809 0.026112 0.046921 -
i2810 0.022508 0.052574 -
i2811 0.027591 0.047431 -
i2812 0.028418 0.062827 -
i2813 0.020024 0.057762 -
i2814 0.028571 0.055046 -
i2815 0.026779 0.047198 -
i2816 0.036538 0.053274 -
i2817 0.032291 0.047198 -
i2818 0.02836 0.04918 -
i2819 0.029565 0.04878 -
i2820 0.027618 0.050314 -
i2821 0.027074 0.047013 -
i2822 0.025903 0.047059 -
i2823 0.018585 0.055046 -
i2824 0.020385 0.049281 -
i2825 0.025492 0.047478 -
i2826 0.024313 0.047105 -
i2827 0.018006 0.047337 -
i2828 0.026331 0.047904 -
i2829 0.030781 0.049587 -
i2830 0.023333 0.050157 -
i2831 0.024299 0.047291 -
i2832 0.018172 0.04908 -
i2833 0.024959 0.047666 -
i2834 0.026536 0.047059 -
i2835 0.024762 0.050314 -
i2836 0.027378 0.048583 -
i2837 0.034314 0.04829 -
i2838 0.025688 0.047666 -
i2839 0.023134 0.048632 -
i2840 0.026328 0.047105 -
i2841 0.024771 0.051836 -
i2842 0.020488 0.05074 -
i2843 0.017822 0.046921 -
i2844 0.026361 0.047291 -
i2845 0.019962 0.054237 -
i2846 0.024592 0.047431 -
i2847 0.02243 0.047198 -
i2848 0.021737 0.047244 -
i2849 0.020627 0.050794 -
i2850 0.031442 0.053571 -
i2851 0.032886 0.047572 -
i2852 0.018947 0.047013 -
i2853 0.023596 0.053452 -
i2854 0.019813 0.047105 -
i2855 0.030654 0.047013 -
i2856 0.028885 0.051502 -
i2857 0.026746 0.049896 -
i2858 0.023579 0.047059 -
i2859 0.025016 0.056604 -
i2860 0.039502 0.04903 -
i2861 0.017429 0.048338 -
i2862 0.027601 0.048 -
i2863 0.028535 0.05467 -
i2864 0.030466 0.05101 -
i2865 0.056097 0.04903 -
i2866 0.048941 0.047904 -
i2867 0.036066 0.047151 -
i2868 0.047794 0.048 -
i2869 0.038852 0.048048 -
i2870 0.047651 0.047761 -
i2871 0.035 0.047384 -
i2872 0.041818 0.057211 -
i2873 0.050998 0.047714 -
i2874 0.02589 0.047105 -
i2875 0.046599 0.047013 -
i2876 0.05142 0.047525 -
i2877 0.060031 0.047013 -
i2878 0.038583 0.048583 -
i2879 0.032153 0.047572 -
i2880 0.033835 0.047619 -
i2881 0.046746 0.047013 -
i2882 0.029647 0.056738 -
i2883 0.055 0.047384 -
i2884 0.046081 0.048534 -
i2885 0.032586 0.047059 -
i2886 0.043117 0.049332 -
i2887 0.048815 0.047384 -
i2888 0.042692 0.046921 -
i2889 0.05082 0.051724 -
i2890 0.03277 0.047619 -
i2891 0.043846 0.048485 -
i2892 0.037288 0.047013 -
i2893 0.04562 0.047525 -
i2894 0.051646 0.047666 -
i2895 0.036303 0.049434 -
i2896 0.037223 0.047244 -
i2897 0.050137 0.047013 -
i2898 0.049072 0.047952 -
i2899 0.047532 0.047761 -
i2900 0.056386 0.048338 -
i2901 0.047575 0.049434 -
i2902 0.047308 0.047151 -
i2903 0.039053 0.047572 -
i2904 0.038657 0.047572 -
i2905 0.037471 0.047809 -
i2906 0.052249 0.047244 -
i2907 0.030862 0.047151 -
i2908 0.042453 0.051613 -
i2909 0.058652 0.046967 -
i2910 0.048425 0.047525 -
i2911 0.03993 0.046967 -
i2912 0.038072 0.046921 -
i2913 0.056096 0.047904 -
i2914 0.043041 0.046921 -
i2915 0.034453 0.050473 -
i2916 0.039351 0.047013 -
i2917 0.042326 0.047572 -
i2918 0.031 0.048048 -
i2919 0.047532 0.047013 -
i2920 0.041702 0.047952 -
i2921 0.027783 0.049434 -
i2922 0.046295 0.048387 -
i2923 0.052267 0.049434 -
i2924 0.075683 0.016343 -
i2925 0.097181 0.016343 -
i2926 0.140728 0.028169 -
i2927 0.060521 0.016563 -
i2928 0.063161 0.021333 -
i2929 0.065734 0.020725 -
i2930 0.030027 0.030019 -
i2931 0.056949 0.01768 -
i2932 0.047695 0.016478 -
i2933 0.083498 0.017372 -
i2934 0.070186 0.015733 -
i2935 0.056915 0.016327 -
i2936 0.062968 0.017279 -
i2937 0.080373 0.01564 -
i2938 0.077886 0.015686 -
i2939 0.06058 0.016461 -
i2940 0.061036 0.015795 -
i2941 0.03403 0.020075 -
i2942 0.053671 0.018957 -
i2943 0.043385 0.017149 -
i2944 0.061566 0.045845 -
i2945 0.05487 0.019347 -
i2946 0.041743 0.016529 -
i2947 0.042124 0.017699 -
i2948 0.056291 0.016649 -
i2949 0.039155 0.027397 -
i2950 0.036129 0.051282 -
i2951 0.060607 0.016145 -
i2952 0.040152 0.021248 -
i2953 0.072449 0.016377 -
i2954 0.081583 0.021592 -
i2955 0.210623 0.016032 -
i2956 0.205693 0.017957 -
i2957 0.179911 0.01626 -
i2958 0.207512 0.016097 -
i2959 0.205634 0.016113 -
i2960 0.064283 0.014205 -
i2961 0.084725 0.018553 -
i2962 0.082202 0.026042 -
i2963 0.052243 0.018018 -
i2964 0.047871 0.018382 -
i2965 0.089283 0.039063 -
i2966 0.050858 0.034247 -
i2967 0.060213 0.020833 -
i2968 0.053711 0.019531 -
i2969 0.090007 0.02681 -
i2970 0.088704 0.015291 -
i2971 0.059726 0.03367 -
i2972 0.042224 0.029155 -
i2973 0.063407 0.039063 -
i2974 0.059083 0.023148 -
i2975 0.048981 0.019531 -
i2976 0.066209 0.017953 -
i2977 0.07209 0.025773 -
i2978 0.060632 0.022173 -
i2979 0.045333 0.071429 -
i2980 0.082455 0.02551 -
i2981 0.078144 0.009901 -
i2982 0.109681 0.033898 -
i2983 0.108517 0.011074 -
i2984 0.07963 0.009785 -
i2985 0.084141 0.024938 -
i2986 0.063768 0.039526 -
i2987 0.054048 0.035714 -
i2988 0.050133 0.023529 -
i2989 0.08138 0.01642 -
i2990 0.063009 0.02584 -
i2991 0.039707 0.021186 -
i2992 0.052791 0.024038 -
i2993 0.054877 0.019531 -
i2994 0.052197 0.042017 -
i2995 0.061162 0.028818 -
i2996 0.067489 0.02584 -
i2997 0.080309 0.013736 -
i2998 0.057411 0.03003 -
i2999 0.041187 0.06993 -
i3000 0.048455 0.011161 -
i3001 0.071667 0.069444 -
i3002 0.096306 0.014815 -
i3003 0.082551 0.026042 -
i3004 0.047814 0.029674 -
i3005 0.06322 0.031546 -
i3006 0.070888 0.013021 -
i3007 0.053652 0.04902 -
i3008 0.063383 0.009775 -
i3009 0.092277 0.052632 -
i3010 0.082906 0.02079 -
i3011 0.048494 0.019531 -
i3012 0.016733 0.095238 -
i3013 0.019166 0.097087 -
i3014 0.023116 0.063694 -
i3015 0.0217 0.080645 -
i3016 0.024949 0.063694 -
i3017 0.027928 0.015625 -
i3018 0.022434 0.019531 -
i3019 0.033445 0.120482 -
i3020 0.014558 0.185185 -
i3021 0.020575 0.062112 -
i3022 0.025227 0.2 -
i3023 0.03098 0.039216 -
i3024 0.021675 0.009911 -
i3025 0.023586 0.082645 -
i3026 0.027966 0.054348 -
i3027 0.038257 0.013021 -
i3028 0.015491 0.178571 -
i3029 0.024522 0.019531 -
i3030 0.025247 0.107527 -
i3031 0.026951 0.09901 -
i3032 0.023333 0.042373 -
i3033 0.015111 0.070423 -
i3034 0.031186 0.1 -
i3035 0.022602 0.068027 -
i3036 0.017082 0.092593 -
i3037 0.033833 0.087719 -
i3038 0.018154 0.081967 -
i3039 0.04653 0.072464 -
i3040 0.018017 0.019531 -
i3041 0.021236 0.133333 -
i3042 0.0209 0.2 -
i3043 0.027813 0.06993 -
i3044 0.020719 0.042735 -
i3045 0.037946 0.05618 -
i3046 0.025532 0.013021 -
i3047 0.040769 0.028169 -
i3048 0.019317 0.10101 -
i3049 0.021649 0.093458 -
i3050 0.023652 0.084746 -
i3051 0.03634 0.204082 -
i3052 0.020563 0.023923 -
i3053 0.02713 0.136986 -
i3054 0.022482 0.013021 -
i3055 0.039281 0.03937 -
i3056 0.023318 0.153846 -
i3057 0.030224 0.049505 -
i3058 0.02067 0.019531 -
i3059 0.035082 0.027027 -
i3060 0.022632 0.096154 -
i3061 0.029102 0.092593 -
i3062 0.029483 0.070423 -
i3063 0.030053 0.1 -
i3064 0.032469 0.01462 -
i3065 0.036077 0.010163 -
i3066 0.036799 0.011123 -
i3067 0.031092 0.031646 -
i3068 0.033707 0.033445 -
i3069 0.027982 0.030581 -
i3070 0.026051 0.049505 -
i3071 0.027195 0.012987 -
i3072 0.025407 0.015601 -
i3073 0.02338 0.027322 -
i3074 0.025712 0.016313 -
i3075 0.021259 0.021834 -
i3076 0.021881 0.039841 -
i3077 0.020169 0.011891 -
i3078 0.023261 0.01506 -
i3079 0.030061 0.012937 -
i3080 0.028146 0.014771 -
i3081 0.027862 0.010582 -
i3082 0.025421 0.028249 -
i3083 0.037802 0.013175 -
i3084 0.031071 0.011364 -
i3085 0.023978 0.066667 -
i3086 0.032343 0.018282 -
i3087 0.024738 0.01773 -
i3088 0.032171 0.02849 -
i3089 0.027756 0.018622 -
i3090 0.019564 0.010582 -
i3091 0.021266 0.04065 -
i3092 0.026606 0.044643 -
i3093 0.026573 0.022727 -
i3094 0.031111 0.021505 -
i3095 0.034774 0.013004 -
i3096 0.01982 0.011038 -
i3097 0.028554 0.010707 -
i3098 0.038535 0.030211 -
i3099 0.032831 0.026596 -
i3100 0.019669 0.025 -
i3101 0.028181 0.02004 -
i3102 0.026013 0.010905 -
i3103 0.027177 0.018762 -
i3104 0.025832 0.010776 -
i3105 0.032921 0.02008 -
i3106 0.039807 0.084034 -
i3107 0.023932 0.034483 -
i3108 0.022077 0.012674 -
i3109 0.030236 0.034843 -
i3110 0.026726 0.010549 -
i3111 0.028713 0.011468 -
i3112 0.036219 0.014245 -
i3113 0.027255 0.017271 -
i3114 0.049482 0.043491 -
i3115 0.063354 0.043707 -
i3116 0.062688 0.043193 -
i3117 0.049607 0.043663 -
i3118 0.052427 0.043577 -
i3119 0.057166 0.044056 -
i3120 0.066215 0.04332 -
i3121 0.036986 0.04362 -
i3122 0.059513 0.043151 -
i3123 0.043316 0.043193 -
i3124 0.051325 0.01592 -
i3125 0.040249 0.015748 -
i3126 0.094235 0.015686 -
i3127 0.127601 0.015795 -
i3128 0.055317 0.017186 -
i3129 0.046106 0.015826 -
i3130 0.043193 0.01626 -
i3131 0.049123 0.018692 -
i3132 0.05069 0.022315 -
i3133 0.041144 0.017778 -
i3134 0.138814 0.050794 -
i3135 0.14781 0.071429 -
i3136 0.150603 0.016343 -
i3137 0.162105 0.015984 -
i3138 0.16358 0.02086 -
i3139 0.158806 0.016343 -
i3140 0.134052 0.017917 -
i3141 0.152103 0.029575 -
i3142 0.179929 0.016512 -
i3143 0.157712 0.016444 -
i3144 0.166899 0.058182 -
i3145 0.163851 0.016178 -
i3146 0.135906 0.034043 -
i3147 0.155234 0.068966 -
i3148 0.143055 0.029144 -
i3149 0.17866 0.019512 -
i3150 0.146834 0.026622 -
i3151 0.177713 0.019116 -
i3152 0.172207 0.023495 -
i3153 0.159576 0.051948 -
i3154 0.036855 0.029685 -
i3155 0.055552 0.063241 -
i3156 0.055293 0.025478 -
i3157 0.049707 0.03272 -
i3158 0.063461 0.020566 -
i3159 0.051166 0.018648 -
i3160 0.144671 0.020699 -
i3161 0.17204 0.023426 -
i3162 0.126084 0.16 -
i3163 0.18259 0.039506 -
i3164 0.151859 0.08377 -
i3165 0.162193 0.034409 -
i3166 0.190936 0.039506 -
i3167 0.176435 0.034483 -
i3168 0.180756 0.062257 -
